customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,total_charges_num,tenure_group
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,"One year",No,"Credit card (automatic)",64.50,1929.95,No,1929.95,Loyal
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,"Mailed check",69.50,1071.4,No,1071.40,Loyal
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",68.55,564.35,No,564.35,New
3874-EQOEP,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Mailed check",95.00,655.5,Yes,655.50,New
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",108.15,7930.55,No,7930.55,Long-Term
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",86.10,5215.25,No,5215.25,Long-Term
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.70,113.5,No,113.50,New
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",80.90,1152.8,No,1152.80,Loyal
9167-APMXZ,Female,0,No,No,22,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",84.15,1821.95,No,1821.95,Loyal
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.15,419.9,No,419.90,Loyal
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,"Two year",No,"Mailed check",64.25,1024,No,1024.00,Loyal
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",25.70,251.6,No,251.60,New
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",56.00,764.55,No,764.55,Loyal
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",82.40,1592.35,Yes,1592.35,Loyal
4482-EWFMI,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",69.70,135.2,No,135.20,New
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",73.90,3958.25,No,3958.25,Long-Term
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.60,233.9,No,233.90,New
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.90,1363.45,No,1363.45,Long-Term
3376-BMGFE,Female,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",70.90,273,Yes,273.00,New
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",89.05,6254.45,No,6254.45,Long-Term
3445-HXXGF,Male,1,Yes,No,58,No,"No phone service",DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",45.30,2651.2,Yes,2651.20,Long-Term
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",20.40,321.4,No,321.40,Loyal
7654-YWJUF,Male,0,Yes,No,43,Yes,No,"Fiber optic",Yes,No,Yes,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",84.25,3539.25,No,3539.25,Loyal
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",104.40,242.8,Yes,242.80,New
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Mailed check",81.95,1181.75,No,1181.75,Loyal
0691-JVSYA,Female,0,Yes,No,53,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",94.85,5000.2,Yes,5000.20,Long-Term
5918-VUKWP,Female,0,No,No,32,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.55,654.55,No,654.55,Loyal
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",24.70,780.2,No,780.20,Loyal
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",74.45,1145.7,Yes,1145.70,Loyal
2070-FNEXE,Female,1,No,No,7,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",76.45,503.6,Yes,503.60,New
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",105.35,1559.25,No,1559.25,Loyal
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",20.55,1252,No,1252.00,Long-Term
6317-YPKDH,Female,0,No,No,1,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",29.95,29.95,Yes,29.95,New
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",45.30,45.3,No,45.30,New
9367-WXLCH,Male,0,No,No,8,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Bank transfer (automatic)",84.50,662.65,Yes,662.65,New
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,"One year",No,"Credit card (automatic)",74.75,2453.3,No,2453.30,Loyal
1918-ZBFQJ,Female,0,No,No,13,Yes,No,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",79.25,1111.65,Yes,1111.65,Loyal
1024-GUALD,Female,0,Yes,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",24.80,24.8,Yes,24.80,New
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",51.80,1023.85,No,1023.85,Loyal
8167-GJLRN,Male,0,No,No,3,No,"No phone service",DSL,No,No,No,Yes,No,No,Month-to-month,No,"Electronic check",30.40,82.15,No,82.15,New
0956-SYCWG,Female,0,No,No,13,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",19.65,244.8,No,244.80,Loyal
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Credit card (automatic)",56.60,2379.1,No,2379.10,Loyal
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",71.90,3173.35,No,3173.35,Loyal
2472-OVKUP,Male,0,Yes,No,6,Yes,No,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",91.00,531,Yes,531.00,New
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.75,1375.4,No,1375.40,Long-Term
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",No,"Credit card (automatic)",109.70,8129.3,No,8129.30,Long-Term
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.30,1192.7,No,1192.70,Long-Term
2604-IJPDU,Female,0,Yes,No,20,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",96.55,1901.65,No,1901.65,Loyal
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",24.10,587.4,No,587.40,Loyal
6168-YBYNP,Male,0,No,No,59,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",111.35,6519.75,No,6519.75,Long-Term
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",112.25,8041.65,No,8041.65,Long-Term
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.75,20.75,No,20.75,New
9323-HGFWY,Female,0,Yes,No,27,Yes,No,"Fiber optic",Yes,No,No,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",101.90,2681.15,No,2681.15,Loyal
8544-GOQSH,Female,0,No,No,14,Yes,No,"Fiber optic",No,Yes,No,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",80.05,1112.3,No,1112.30,Loyal
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"Two year",No,"Electronic check",105.55,7405.5,No,7405.50,Long-Term
7018-WBJNK,Male,0,No,Yes,13,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",78.30,1033.95,No,1033.95,Loyal
9142-KZXOP,Male,0,No,No,44,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",68.85,2958.95,No,2958.95,Loyal
7674-YTAFD,Female,0,No,No,33,Yes,No,"Fiber optic",No,Yes,No,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",79.95,2684.85,No,2684.85,Loyal
6348-SNFUS,Male,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Credit card (automatic)",55.45,4179.2,No,4179.20,Long-Term
1285-OKIPP,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",79.90,79.9,Yes,79.90,New
7825-ECJRF,Female,0,No,No,19,Yes,No,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",106.60,1934.45,Yes,1934.45,Loyal
1347-KTTTA,Male,0,Yes,No,64,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",102.45,6654.1,No,6654.10,Long-Term
7841-TZDMQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",46.00,84.5,Yes,84.50,New
4195-NZGTA,Female,0,No,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Electronic check",25.25,25.25,No,25.25,New
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.75,1124.2,No,1124.20,Long-Term
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",20.00,540.05,No,540.05,Loyal
2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",86.80,1975.85,No,1975.85,Loyal
0699-NDKJM,Female,0,Yes,No,57,No,"No phone service",DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",58.75,3437.45,No,3437.45,Long-Term
9286-BHDQG,Male,0,Yes,Yes,72,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Credit card (automatic)",45.25,3139.8,No,3139.80,Long-Term
0230-WEQUW,Male,0,Yes,No,66,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Bank transfer (automatic)",56.60,3789.2,No,3789.20,Long-Term
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",84.20,5324.5,No,5324.50,Long-Term
6496-JDSSB,Female,0,No,No,8,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",80.00,624.6,No,624.60,New
9408-SSNVZ,Female,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.15,268.35,Yes,268.35,New
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.75,1836.9,No,1836.90,Long-Term
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Electronic check",20.20,20.2,No,20.20,New
0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,"Mailed check",50.05,179.35,Yes,179.35,New
5961-VUSRV,Female,0,No,No,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",19.35,219.35,No,219.35,New
6778-JFCMK,Male,0,No,No,24,No,"No phone service",DSL,Yes,No,No,No,Yes,Yes,"One year",Yes,"Mailed check",50.60,1288.75,No,1288.75,Loyal
6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"One year",Yes,"Mailed check",81.15,2545.75,No,2545.75,Loyal
2232-DMLXU,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,"Mailed check",55.20,55.2,Yes,55.20,New
4811-JBUVU,Male,0,No,No,30,Yes,Yes,"Fiber optic",No,No,No,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",89.90,2723.15,No,2723.15,Loyal
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",85.30,4107.25,No,4107.25,Loyal
2651-ZCBXV,Male,0,No,No,54,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",108.00,5760.65,No,5760.65,Long-Term
3316-UWXUY,Male,0,No,No,50,Yes,No,"Fiber optic",Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",93.50,4747.5,No,4747.50,Long-Term
8937-RDTHP,Male,0,No,No,1,Yes,No,"Fiber optic",Yes,No,No,No,No,Yes,Month-to-month,Yes,"Mailed check",84.60,84.6,Yes,84.60,New
7083-MIOPC,Female,0,No,No,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.25,1566.9,No,1566.90,Long-Term
1984-GPTEH,Female,0,No,No,29,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",25.15,702,No,702.00,Loyal
1251-KRREG,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",54.40,114.1,Yes,114.10,New
0621-JFHOL,Female,0,No,No,10,No,"No phone service",DSL,No,No,No,Yes,No,No,"Two year",Yes,"Mailed check",29.60,299.05,No,299.05,New
9903-LYSAB,Male,0,Yes,No,18,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",73.15,1305.95,No,1305.95,Loyal
0094-OIFMO,Female,1,No,No,11,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.00,1120.3,Yes,1120.30,New
9227-UAQFT,Male,0,No,No,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.75,284.35,No,284.35,Loyal
7301-ABVAD,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",86.60,6350.5,No,6350.50,Long-Term
6614-FHDBO,Male,0,No,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",109.20,7878.3,No,7878.30,Long-Term
7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",74.70,3187.65,No,3187.65,Loyal
9058-HRZSV,Female,1,Yes,No,65,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,Yes,Month-to-month,No,"Electronic check",94.40,6126.15,No,6126.15,Long-Term
4522-AKYLR,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",54.80,731.3,No,731.30,Loyal
0221-WMXNQ,Male,1,No,No,4,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",75.35,273.4,No,273.40,New
0303-UNCIP,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,"One year",No,"Mailed check",65.00,2531.8,No,2531.80,Loyal
9947-OTFQU,Male,1,No,No,15,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.40,1074.3,Yes,1074.30,Loyal
0322-YINQP,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Mailed check",48.55,48.55,Yes,48.55,New
0959-WHOKV,Male,0,No,No,42,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"One year",Yes,"Electronic check",99.00,4298.45,No,4298.45,Loyal
4075-JFPGR,Female,0,Yes,No,51,Yes,No,"Fiber optic",Yes,Yes,Yes,No,Yes,No,"One year",Yes,"Electronic check",93.50,4619.55,No,4619.55,Long-Term
4629-NRXKX,Female,0,Yes,Yes,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.40,147.15,Yes,147.15,New
9514-JDSKI,Male,1,Yes,No,1,No,"No phone service",DSL,No,Yes,No,No,Yes,No,Month-to-month,No,"Electronic check",40.20,40.2,Yes,40.20,New
3282-ZISZV,Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",83.70,2633.3,No,2633.30,Loyal
3675-YDUPJ,Male,0,No,No,10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.85,193.05,No,193.05,New
4111-BNXIF,Female,0,Yes,Yes,67,No,"No phone service",DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",59.55,4103.9,No,4103.90,Long-Term
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",115.10,7008.15,No,7008.15,Long-Term
6655-LHBYW,Male,0,No,No,50,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",114.35,5791.1,No,5791.10,Long-Term
4959-JOSRX,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",44.60,80.55,Yes,80.55,New
5046-NUHWD,Female,1,Yes,No,29,No,"No phone service",DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",45.00,1228.65,No,1228.65,Loyal
7273-TEFQD,Male,1,No,No,3,No,"No phone service",DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",41.15,132.2,Yes,132.20,New
3606-TWKGI,Male,1,No,No,13,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",106.90,1364.3,Yes,1364.30,Loyal
7529-ZDFXI,Male,1,Yes,No,57,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",89.85,4925.35,No,4925.35,Long-Term
7605-BDWDC,Female,0,No,No,31,No,"No phone service",DSL,Yes,Yes,No,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",49.85,1520.1,No,1520.10,Loyal
1950-KSVVJ,Female,0,Yes,No,45,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",No,"Mailed check",113.30,5032.25,No,5032.25,Loyal
0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Mailed check",88.10,5526.75,No,5526.75,Long-Term
6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.90,1195.25,No,1195.25,Long-Term
3197-ARFOY,Female,1,No,No,19,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Mailed check",105.00,2007.25,No,2007.25,Loyal
6323-AYBRX,Male,0,No,No,59,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.35,1099.6,Yes,1099.60,Long-Term
7014-ZZXAW,Female,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",24.25,1732.95,No,1732.95,Long-Term
4385-GZQXV,Female,1,No,No,16,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",94.45,1511.2,Yes,1511.20,Loyal
7633-MVPUY,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,"Two year",Yes,"Electronic check",59.75,3450.15,No,3450.15,Long-Term
6366-ZGQGL,Male,0,No,No,1,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",24.80,24.8,Yes,24.80,New
4716-HHKQH,Male,1,Yes,No,20,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,No,"Electronic check",107.05,2172.05,No,2172.05,Loyal
5940-AHUHD,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",70.60,70.6,Yes,70.60,New
6432-TWQLB,Male,0,Yes,No,5,Yes,Yes,"Fiber optic",No,Yes,No,Yes,No,No,Month-to-month,Yes,"Electronic check",85.40,401.1,Yes,401.10,New
4484-GLZOU,Female,0,Yes,No,52,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.05,5624.85,Yes,5624.85,Long-Term
3179-GBRWV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",64.95,1339.8,No,1339.80,Loyal
8645-KWHJO,Male,0,No,No,14,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",55.00,771.95,No,771.95,Loyal
4130-MZLCC,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",50.55,244.75,No,244.75,New
0314-TKOSI,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,"Mailed check",55.15,322.9,No,322.90,New
8229-MYEJZ,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",51.20,498.25,No,498.25,New
2080-SRCDE,Female,0,No,Yes,1,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",25.40,25.4,No,25.40,New
9577-WJVCQ,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Mailed check",54.45,3687.75,No,3687.75,Long-Term
9512-UIBFX,Male,0,Yes,Yes,18,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Mailed check",95.15,1779.95,Yes,1779.95,Loyal
6202-DYYFX,Female,0,No,No,22,Yes,Yes,"Fiber optic",No,No,No,No,No,No,"One year",Yes,"Credit card (automatic)",76.00,1783.6,No,1783.60,Loyal
3808-HFKDE,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",44.35,927.15,No,927.15,Loyal
5583-SXDAG,Male,0,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.00,70,Yes,70.00,New
3488-PGMQJ,Male,1,No,No,8,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.50,606.55,Yes,606.55,New
3580-REOAC,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",44.85,435.4,Yes,435.40,New
7534-BFESC,Male,1,No,No,24,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",76.10,1712.7,Yes,1712.70,Loyal
3727-OWVYD,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"One year",No,"Mailed check",61.20,2021.2,No,2021.20,Loyal
2294-SALNE,Male,0,Yes,Yes,23,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,"One year",No,"Mailed check",86.80,1940.8,No,1940.80,Loyal
4847-TAJYI,Female,1,No,No,6,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.35,567.8,No,567.80,New
1563-IWQEX,Female,0,No,No,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.70,220.35,No,220.35,New
8203-XJZRC,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.25,20.25,No,20.25,New
6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,"Fiber optic",No,No,Yes,No,No,No,"Two year",No,"Electronic check",76.05,5436.45,No,5436.45,Long-Term
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.80,3437.5,No,3437.50,Loyal
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",74.55,3015.75,No,3015.75,Loyal
